time_period,time_identifier,geographic_level,country_code,country_name,version,characteristic_group,characteristic,school_type,gender,no_schools,t_rwm_eligible_pupils,t_rwm_met_expected_standard,t_rwm_met_higher_standard,t_read_eligible_pupils,t_read_met_expected_standard,t_read_met_higher_standard,t_read_not_achieved_expected_standard,t_read_working_below_assessment,t_read_absent,t_read_unable_to_access_or_just_arrived,t_read_unable_to_access,t_read_avg_scaled_score_eligible_pupils,t_read_sum_scaled_scores,t_gps_eligible_pupils,t_gps_met_expected_standard,t_gps_met_higher_standard,t_gps_not_achieved_expected_standard,t_gps_working_below_assessment,t_gps_absent,t_gps_unable_to_access_or_just_arrived,t_gps_unable_to_access,t_gps_avg_scaled_score_eligible_pupils,t_gps_sum_scaled_scores,t_mat_eligible_pupils,t_mat_met_expected_standard,t_mat_met_higher_standard,t_mat_not_achieved_expected_standard,t_mat_working_below_assessment,t_mat_absent,t_mat_unable_to_access_or_just_arrived,t_mat_unable_to_access,t_mat_avg_scaled_score_eligible_pupils,t_mat_sum_scaled_scores,t_writta_eligible_pupils,t_writta_met_expected_standard,t_writta_met_higher_standard,t_writta_working_towards_expected_standard,t_writta_pre_key_stage_standard_6,t_writta_pre_key_stage_standard_5,t_writta_pre_key_stage_standard_4,t_writta_pre_key_stage_standard_3,t_writta_pre_key_stage_standard_2,t_writta_pre_key_stage_standard_1,t_writta_growing_development_of_expected_standard,t_writta_early_development_of_expected_standard,t_writta_foundations_of_expected_standard,t_writta_engagement_model_or_below_pre_key_stage_standards,t_writta_below_interim_pre_key_stage_standards,t_writta_absent,t_writta_disapplied,t_scita_eligible_pupils,t_scita_met_expected_standard,t_scita_not_met_expected_standard,t_scita_absent,t_scita_disapplied,pt_rwm_met_expected_standard,pt_rwm_met_higher_standard,pt_read_met_expected_standard,pt_read_met_higher_standard,pt_read_not_achieved_expected_standard,pt_read_working_below_assessment,pt_read_absent,pt_read_unable_to_access_or_just_arrived,pt_read_unable_to_access,avg_read_scaled_score,pt_gps_met_expected_standard,pt_gps_met_higher_standard,pt_gps_not_achieved_expected_standard,pt_gps_working_below_assessment,pt_gps_absent,pt_gps_unable_to_access_or_just_arrived,pt_gps_unable_to_access,avg_gps_scaled_score,pt_mat_met_expected_standard,pt_mat_met_higher_standard,pt_mat_not_achieved_expected_standard,pt_mat_working_below_assessment,pt_mat_absent,pt_mat_unable_to_access_or_just_arrived,pt_mat_unable_to_access,avg_mat_scaled_score,pt_writta_met_expected_standard,pt_writta_met_higher_standard,pt_writta_working_towards_expected_standard,pt_writta_pre_key_stage_standard_6,pt_writta_pre_key_stage_standard_5,pt_writta_pre_key_stage_standard_4,pt_writta_pre_key_stage_standard_3,pt_writta_pre_key_stage_standard_2,pt_writta_pre_key_stage_standard_1,pt_writta_growing_development_of_expected_standard,pt_writta_early_development_of_expected_standard,pt_writta_foundations_of_expected_standard,pt_writta_engagement_model_or_below_pre_key_stage_standards,pt_writta_below_interim_pre_key_stage_standards,pt_writta_absent,pt_writta_disapplied,pt_scita_met_expected_standard,pt_scita_not_met_expected_standard,pt_scita_absent,pt_scita_disapplied
201819,Academic year,National,E92000001,England,Final,Free school meal status,Not known to be FSM eligible,State-funded schools,Boys,15769,273127,174529,26687,273282,196381,66762,67511,8287,497,522,z,263395,27375336,273266,210128,91086,54050,7950,550,506,z,264087,27970025,273263,222409,86760,42062,7562,614,504,z,264332,28008999,273146,207486,45811,51558,5573,3095,1363,888,752,770,z,z,z,1032,z,353,276,273117,227612,44667,386,452,64,10,72,24,25,3,0,0,z,104,77,33,20,3,0,0,z,106,81,32,15,3,0,0,z,106,76,17,19,2,1,0,0,0,0,z,z,z,0,z,0,0,83,16,0,0
201819,Academic year,National,E92000001,England,Final,Free school meal status,Not known to be FSM eligible,State-funded schools,Girls,15582,262555,192153,37027,262657,212160,91013,45592,4159,364,284,z,257539,27333875,262640,223736,115054,34145,3975,385,281,z,257826,27853957,262641,215908,69991,41939,3934,448,270,z,257744,27152993,262575,228807,73196,27507,2436,1362,522,384,339,327,z,z,z,549,z,177,165,262559,231836,30272,207,244,73,14,81,35,17,2,0,0,z,106,85,44,13,2,0,0,z,108,82,27,16,1,0,0,z,105,87,28,10,1,1,0,0,0,0,z,z,z,0,z,0,0,88,12,0,0
201819,Academic year,National,E92000001,England,Final,Free school meal status,Not known to be FSM eligible,State-funded schools,Other,5,5,0,0,5,0,0,2,1,0,2,z,2,178,5,0,0,2,1,0,2,z,2,176,5,1,0,2,1,0,1,z,3,280,5,0,0,1,0,0,1,0,0,1,z,z,z,0,z,1,1,5,0,4,1,0,0,0,0,0,40,20,0,40,z,89,0,0,40,20,0,40,z,88,20,0,40,20,0,20,z,93,0,0,20,0,0,20,0,0,20,z,z,z,0,z,20,20,0,80,20,0
201819,Academic year,National,E92000001,England,Final,Free school meal status,Not known to be FSM eligible,State-funded schools,Total,15856,535687,366682,63714,535944,408541,157775,113105,12447,861,808,z,520936,54709389,535911,433864,206140,88197,11926,935,789,z,521915,55824158,535909,438318,156751,84003,11497,1062,775,z,522079,55162272,535726,436293,119007,79066,8009,4457,1886,1272,1091,1098,z,z,z,1581,z,531,442,535681,459448,74943,594,696,68,12,76,29,21,2,0,0,z,105,81,38,16,2,0,0,z,107,82,29,16,2,0,0,z,106,81,22,15,1,1,0,0,0,0,z,z,z,0,z,0,0,86,14,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,April,State-funded schools,Boys,11399,26817,15781,2112,26840,18178,5716,7457,1067,71,56,z,25573,2635472,26838,19470,7813,6195,1034,71,55,z,25661,2693171,26837,20785,7349,4917,989,81,53,z,25681,2699383,26820,19115,3698,5945,651,417,179,116,117,109,z,z,z,112,z,33,26,26819,21364,5367,34,54,59,8,68,21,28,4,0,0,z,103,73,29,23,4,0,0,z,105,77,27,18,4,0,0,z,105,71,14,22,2,2,1,0,0,0,z,z,z,0,z,0,0,80,20,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,April,State-funded schools,Girls,11182,25787,17677,2939,25795,19895,7890,5327,475,53,29,z,25200,2650576,25790,21080,10145,4157,444,59,29,z,25230,2701792,25793,20212,5907,5006,457,68,30,z,25204,2634347,25789,21672,6031,3381,312,166,52,51,37,38,z,z,z,54,z,15,11,25789,21993,3761,19,16,69,11,77,31,21,2,0,0,z,105,82,39,16,2,0,0,z,107,78,23,19,2,0,0,z,105,84,23,13,1,1,0,0,0,0,z,z,z,0,z,0,0,85,15,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,April,State-funded schools,Total,13828,52604,33458,5051,52635,38073,13606,12784,1542,124,85,z,50773,5286048,52628,40550,17958,10352,1478,130,84,z,50891,5394963,52630,40997,13256,9923,1446,149,83,z,50885,5333730,52609,40787,9729,9326,963,583,231,167,154,147,z,z,z,166,z,48,37,52608,43357,9128,53,70,64,10,72,26,24,3,0,0,z,104,77,34,20,3,0,0,z,106,78,25,19,3,0,0,z,105,78,18,18,2,1,0,0,0,0,z,z,z,0,z,0,0,82,17,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,August,State-funded schools,Boys,11760,28096,15057,1598,28129,17751,4938,8918,1313,64,67,z,26587,2714781,28128,19358,7237,7348,1268,73,69,z,26686,2778429,28126,20818,6681,5939,1205,74,69,z,26736,2788867,28099,18684,2947,7127,903,520,225,176,105,114,z,z,z,158,z,47,40,28098,21152,6828,47,71,54,6,63,18,32,5,0,0,z,102,69,26,26,5,0,0,z,104,74,24,21,4,0,0,z,104,66,10,25,3,2,1,1,0,0,z,z,z,1,z,0,0,75,24,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,August,State-funded schools,Girls,11442,27122,17232,2264,27133,19746,6969,6643,637,50,43,z,26359,2744564,27132,21240,9451,5187,605,46,42,z,26419,2804499,27131,20268,5188,6135,611,61,39,z,26383,2734143,27126,21646,4954,4461,414,227,94,67,48,49,z,z,z,74,z,24,22,27122,22081,4972,30,39,64,8,73,26,24,2,0,0,z,104,78,35,19,2,0,0,z,106,75,19,23,2,0,0,z,104,80,18,16,2,1,0,0,0,0,z,z,z,0,z,0,0,81,18,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,August,State-funded schools,Total,14035,55218,32289,3862,55262,37497,11907,15561,1950,114,110,z,52946,5459345,55260,40598,16688,12535,1873,119,111,z,53105,5582928,55257,41086,11869,12074,1816,135,108,z,53119,5523010,55225,40330,7901,11588,1317,747,319,243,153,163,z,z,z,232,z,71,62,55220,43233,11800,77,110,58,7,68,22,28,4,0,0,z,103,73,30,23,3,0,0,z,105,74,21,22,3,0,0,z,104,73,14,21,2,1,1,0,0,0,z,z,z,0,z,0,0,78,21,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,December,State-funded schools,Boys,11547,27050,17082,2669,27072,19249,6642,6689,990,81,50,z,25873,2688518,27071,20503,8934,5455,956,97,47,z,25944,2745101,27069,21496,8512,4502,908,96,49,z,25966,2747250,27053,20323,4615,5157,572,334,151,117,100,98,z,z,z,123,z,47,31,27049,22178,4762,51,58,63,10,71,25,25,4,0,0,z,104,76,33,20,4,0,0,z,106,79,31,17,3,0,0,z,106,75,17,19,2,1,1,0,0,0,z,z,z,0,z,0,0,82,18,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,December,State-funded schools,Girls,11265,25848,18577,3684,25863,20650,8922,4637,484,51,30,z,25260,2680010,25860,21822,11367,3476,466,52,28,z,25294,2731991,25861,20900,6883,4389,470,56,26,z,25277,2659780,25850,22343,7340,2835,240,131,64,55,38,44,z,z,z,66,z,22,12,25848,22590,3207,27,24,72,14,80,34,18,2,0,0,z,106,84,44,13,2,0,0,z,108,81,27,17,2,0,0,z,105,86,28,11,1,1,0,0,0,0,z,z,z,0,z,0,0,87,12,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,December,State-funded schools,Total,13894,52898,35659,6353,52935,39899,15564,11326,1474,132,80,z,51133,5368528,52931,42325,20301,8931,1422,149,75,z,51238,5477092,52930,42396,15395,8891,1378,152,75,z,51243,5407030,52903,42666,11955,7992,812,465,215,172,138,142,z,z,z,189,z,69,43,52897,44768,7969,78,82,67,12,75,29,21,3,0,0,z,105,80,38,17,3,0,0,z,107,80,29,17,3,0,0,z,106,81,23,15,2,1,0,0,0,0,z,z,z,0,z,0,0,85,15,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,February,State-funded schools,Boys,11261,25464,15518,2134,25492,17617,5725,6777,970,62,56,z,24322,2514678,25492,18870,7862,5558,936,71,49,z,24415,2570872,25489,19968,7327,4477,894,83,55,z,24429,2573366,25466,18676,3788,5098,644,388,160,122,87,95,z,z,z,137,z,35,24,25463,20493,4884,38,48,61,8,69,22,27,4,0,0,z,103,74,31,22,4,0,0,z,105,78,29,18,4,0,0,z,105,73,15,20,3,2,1,0,0,0,z,z,z,1,z,0,0,80,19,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,February,State-funded schools,Girls,11026,24610,17302,3103,24615,19342,7892,4698,505,45,19,z,24019,2536098,24613,20422,10168,3629,490,46,17,z,24045,2584302,24614,19590,6025,4462,474,60,18,z,24033,2518754,24613,20950,6222,2901,289,139,70,52,48,48,z,z,z,79,z,20,17,24610,21229,3323,24,34,70,13,79,32,19,2,0,0,z,106,83,41,15,2,0,0,z,107,80,24,18,2,0,0,z,105,85,25,12,1,1,0,0,0,0,z,z,z,0,z,0,0,86,14,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,February,State-funded schools,Total,13704,50074,32820,5237,50107,36959,13617,11475,1475,107,75,z,48341,5050776,50105,39292,18030,9187,1426,117,66,z,48460,5155174,50103,39558,13352,8939,1368,143,73,z,48462,5092120,50079,39626,10010,7999,933,527,230,174,135,143,z,z,z,216,z,55,41,50073,41722,8207,62,82,66,10,74,27,23,3,0,0,z,104,78,36,18,3,0,0,z,106,79,27,18,3,0,0,z,105,79,20,16,2,1,0,0,0,0,z,z,z,0,z,0,0,83,16,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,January,State-funded schools,Boys,11655,27872,16961,2567,27897,19283,6448,7399,1067,62,72,z,26621,2754788,27896,20678,8906,6036,1030,70,71,z,26703,2815586,27895,21851,8201,4901,975,78,74,z,26734,2818216,27874,20434,4463,5637,696,391,175,126,116,102,z,z,z,120,z,41,36,27871,22442,5328,45,56,61,9,69,23,27,4,0,0,z,103,74,32,22,4,0,0,z,105,78,29,18,3,0,0,z,105,73,16,20,2,1,1,0,0,0,z,z,z,0,z,0,0,81,19,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,January,State-funded schools,Girls,11348,26746,18997,3600,26761,21157,8961,4967,550,38,39,z,26089,2761553,26761,22266,11373,3869,537,41,37,z,26132,2815064,26758,21383,6784,4742,523,56,37,z,26110,2740967,26749,22885,7207,3055,302,202,63,42,58,34,z,z,z,68,z,15,25,26747,23111,3585,18,33,71,13,79,33,19,2,0,0,z,106,83,42,14,2,0,0,z,108,80,25,18,2,0,0,z,105,86,27,11,1,1,0,0,0,0,z,z,z,0,z,0,0,86,13,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,January,State-funded schools,Other,1,c,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,c,c,c,c,c,z,z,z,c,z,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,c,c,c,z,z,z,c,z,c,c,c,c,c,c
201819,Academic year,National,E92000001,England,Final,Month of birth,January,State-funded schools,Total,14013,54619,35958,6167,54659,40440,15409,12367,1617,100,111,z,52711,5516421,54658,42944,20279,9906,1567,111,108,z,52836,5630731,54654,43234,14985,9644,1498,134,111,z,52845,5559265,54624,43319,11670,8692,998,593,238,168,174,137,z,z,z,188,z,56,61,54619,45553,8914,63,89,66,11,74,28,23,3,0,0,z,105,79,37,18,3,0,0,z,107,79,27,18,3,0,0,z,105,79,21,16,2,1,0,0,0,0,z,z,z,0,z,0,0,83,16,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,July,State-funded schools,Boys,11792,28742,15713,1745,28758,18392,5247,8971,1261,57,67,z,27283,2789933,28755,20109,7658,7276,1221,73,64,z,27365,2855549,28757,21544,7035,5886,1158,87,67,z,27405,2863188,28743,19488,3171,7000,922,505,239,150,117,104,z,z,z,147,z,39,32,28736,21941,6704,50,41,55,6,64,18,31,4,0,0,z,102,70,27,25,4,0,0,z,104,75,24,20,4,0,0,z,104,68,11,24,3,2,1,1,0,0,z,z,z,1,z,0,0,76,23,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,July,State-funded schools,Girls,11443,27601,17909,2518,27614,20466,7493,6488,584,43,22,z,26903,2810134,27613,21965,9866,4996,565,52,21,z,26946,2866582,27610,20949,5518,6014,555,51,23,z,26945,2797760,27605,22439,5467,4209,417,205,84,55,56,47,z,z,z,57,z,20,16,27601,22845,4710,22,24,65,9,74,27,23,2,0,0,z,104,80,36,18,2,0,0,z,106,76,20,22,2,0,0,z,104,81,20,15,2,1,0,0,0,0,z,z,z,0,z,0,0,83,17,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,July,State-funded schools,Total,14021,56343,33622,4263,56372,38858,12740,15459,1845,100,89,z,54186,5600067,56368,42074,17524,12272,1786,125,85,z,54311,5722131,56367,42493,12553,11900,1713,138,90,z,54350,5660948,56348,41927,8638,11209,1339,710,323,205,173,151,z,z,z,204,z,59,48,56337,44786,11414,72,65,60,8,69,23,27,3,0,0,z,103,75,31,22,3,0,0,z,105,75,22,21,3,0,0,z,104,74,15,20,2,1,1,0,0,0,z,z,z,0,z,0,0,79,20,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,June,State-funded schools,Boys,11520,26992,15187,1799,27011,17748,5240,7988,1159,59,50,z,25671,2634890,27011,19158,7492,6613,1114,72,45,z,25758,2694606,27010,20513,6914,5300,1064,82,40,z,25799,2702518,26993,18663,3143,6402,749,440,198,128,110,101,z,z,z,141,z,36,25,26988,20969,5931,42,46,56,7,66,19,30,4,0,0,z,103,71,28,24,4,0,0,z,105,76,26,20,4,0,0,z,105,69,12,24,3,2,1,0,0,0,z,z,z,1,z,0,0,78,22,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,June,State-funded schools,Girls,11183,26037,17314,2556,26050,19581,7305,5798,576,54,31,z,25344,2653831,26049,20882,9536,4528,541,57,31,z,25398,2707234,26049,20062,5387,5337,548,61,30,z,25376,2641136,26038,21348,5413,3782,374,204,70,52,44,47,z,z,z,75,z,20,22,26035,21728,4256,21,30,66,10,75,28,22,2,0,0,z,105,80,37,17,2,0,0,z,107,77,21,20,2,0,0,z,104,82,21,15,1,1,0,0,0,0,z,z,z,0,z,0,0,83,16,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,June,State-funded schools,Other,1,c,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,c,c,c,c,c,z,z,z,c,z,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,c,c,c,z,z,z,c,z,c,c,c,c,c,c
201819,Academic year,National,E92000001,England,Final,Month of birth,June,State-funded schools,Total,13878,53030,32501,4355,53062,37329,12545,13786,1736,113,81,z,51015,5288721,53061,40040,17028,11141,1656,129,76,z,51156,5401840,53060,40575,12301,10637,1613,143,70,z,51175,5343654,53032,40011,8556,10184,1123,644,268,180,154,148,z,z,z,216,z,56,48,53024,42697,10188,63,76,61,8,70,24,26,3,0,0,z,104,75,32,21,3,0,0,z,106,76,23,20,3,0,0,z,104,75,16,19,2,1,1,0,0,0,z,z,z,0,z,0,0,81,19,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,March,State-funded schools,Boys,11583,27320,16303,2279,27332,18693,5938,7455,1060,64,56,z,26077,2691562,27328,19900,8112,6259,1033,81,50,z,26145,2747078,27330,21164,7788,5028,992,87,53,z,26171,2753391,27322,19636,3850,5883,693,413,174,133,91,108,z,z,z,123,z,41,27,27317,21740,5488,40,49,60,8,68,22,27,4,0,0,z,103,73,30,23,4,0,0,z,105,77,28,18,4,0,0,z,105,72,14,22,3,2,1,0,0,0,z,z,z,0,z,0,0,80,20,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,March,State-funded schools,Girls,11313,25905,18021,3130,25916,20150,8063,5185,488,48,35,z,25307,2667004,25914,21347,10413,3999,473,49,35,z,25340,2717625,25915,20547,6131,4786,474,60,33,z,25320,2650248,25906,21866,6581,3249,304,164,88,48,48,39,z,z,z,61,z,25,14,25904,22147,3706,27,24,70,12,78,31,20,2,0,0,z,105,82,40,15,2,0,0,z,107,79,24,18,2,0,0,z,105,84,25,13,1,1,0,0,0,0,z,z,z,0,z,0,0,85,14,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,March,State-funded schools,Other,2,2,0,0,2,0,0,0,0,0,2,z,0,0,2,0,0,0,0,0,2,z,0,0,2,0,0,1,0,0,1,z,1,97,2,0,0,0,0,0,1,0,0,0,z,z,z,0,z,1,0,2,0,1,1,0,0,0,0,0,0,0,0,100,z,:,0,0,0,0,0,100,z,:,0,0,50,0,0,50,z,97,0,0,0,0,0,50,0,0,0,z,z,z,0,z,50,0,0,50,50,0
201819,Academic year,National,E92000001,England,Final,Month of birth,March,State-funded schools,Total,13969,53227,34324,5409,53250,38843,14001,12640,1548,112,93,z,51384,5358566,53244,41247,18525,10258,1506,130,87,z,51485,5464703,53247,41711,13919,9815,1466,147,87,z,51492,5403736,53230,41502,10431,9132,997,577,263,181,139,147,z,z,z,184,z,67,41,53223,43887,9195,68,73,64,10,73,26,24,3,0,0,z,104,77,35,19,3,0,0,z,106,78,26,18,3,0,0,z,105,78,20,17,2,1,0,0,0,0,z,z,z,0,z,0,0,82,17,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,May,State-funded schools,Boys,11725,27891,15965,1973,27909,18558,5551,7996,1208,83,55,z,26493,2723560,27908,19956,7851,6632,1168,92,49,z,26578,2784632,27906,21466,7443,5162,1115,100,51,z,26610,2792364,27894,19445,3590,6429,809,438,206,124,112,100,z,z,z,143,z,49,39,27890,21816,5960,52,62,57,7,66,20,29,4,0,0,z,103,72,28,24,4,0,0,z,105,77,27,18,4,0,0,z,105,70,13,23,3,2,1,0,0,0,z,z,z,1,z,0,0,78,21,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,May,State-funded schools,Girls,11407,27013,18193,2851,27030,20618,7854,5770,557,49,26,z,26356,2766151,27030,21941,10308,4472,534,49,26,z,26409,2822163,27027,20952,5884,5452,530,57,25,z,26389,2751668,27016,22516,6018,3660,322,184,74,65,40,35,z,z,z,77,z,27,16,27015,22872,4092,27,24,67,11,76,29,21,2,0,0,z,105,81,38,17,2,0,0,z,107,78,22,20,2,0,0,z,104,83,22,14,1,1,0,0,0,0,z,z,z,0,z,0,0,85,15,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,May,State-funded schools,Total,14052,54904,34158,4824,54939,39176,13405,13766,1765,132,81,z,52849,5489711,54938,41897,18159,11104,1702,141,75,z,52987,5606795,54933,42418,13327,10614,1645,157,76,z,52999,5544032,54910,41961,9608,10089,1131,622,280,189,152,135,z,z,z,220,z,76,55,54905,44688,10052,79,86,62,9,71,24,25,3,0,0,z,104,76,33,20,3,0,0,z,106,77,24,19,3,0,0,z,105,76,17,18,2,1,1,0,0,0,z,z,z,0,z,0,0,81,18,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,November,State-funded schools,Boys,11437,26555,17186,2874,26567,19247,6893,6263,936,60,52,z,25467,2655261,26566,20475,9187,5068,893,64,55,z,25533,2710027,26567,21527,8727,4060,841,77,50,z,25568,2712475,26556,20233,5016,4808,566,334,161,94,86,90,z,z,z,110,z,42,32,26551,22074,4384,44,49,65,11,72,26,24,4,0,0,z,104,77,35,19,3,0,0,z,106,81,33,15,3,0,0,z,106,76,19,18,2,1,1,0,0,0,z,z,z,0,z,0,0,83,17,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,November,State-funded schools,Girls,11110,25422,18751,3960,25432,20601,9230,4302,449,46,24,z,24881,2646483,25432,21676,11412,3234,434,50,24,z,24905,2695489,25430,20889,7117,3996,446,55,24,z,24866,2622830,25424,22149,7726,2610,252,148,49,52,37,43,z,z,z,49,z,20,15,25424,22374,3007,20,23,74,16,81,36,17,2,0,0,z,106,85,45,13,2,0,0,z,108,82,28,16,2,0,0,z,105,87,30,10,1,1,0,0,0,0,z,z,z,0,z,0,0,88,12,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,November,State-funded schools,Total,13813,51977,35937,6834,51999,39848,16123,10565,1385,106,76,z,50348,5301744,51998,42151,20599,8302,1327,114,79,z,50438,5405516,51997,42416,15844,8056,1287,132,74,z,50434,5335305,51980,42382,12742,7418,818,482,210,146,123,133,z,z,z,159,z,62,47,51975,44448,7391,64,72,69,13,77,31,20,3,0,0,z,105,81,40,16,3,0,0,z,107,82,30,15,2,0,0,z,106,82,25,14,2,1,0,0,0,0,z,z,z,0,z,0,0,86,14,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,October,State-funded schools,Boys,11715,27992,18502,3303,28009,20515,7504,6385,969,68,58,z,26845,2804646,28004,21749,9959,5177,942,65,58,z,26918,2863708,28009,22943,9526,4011,895,84,57,z,26932,2864394,27992,21729,5560,4694,579,349,143,105,86,103,z,z,z,129,z,49,26,27991,23516,4386,49,40,66,12,73,27,23,3,0,0,z,104,78,36,18,3,0,0,z,106,82,34,14,3,0,0,z,106,78,20,17,2,1,1,0,0,0,z,z,z,0,z,0,0,84,16,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,October,State-funded schools,Girls,11293,26684,19916,4467,26699,21873,9943,4303,445,46,16,z,26154,2787674,26698,22928,12271,3254,430,53,17,z,26176,2838500,26698,22093,7745,4083,433,57,14,z,26167,2765745,26685,23468,8456,2568,244,142,47,45,38,42,z,z,z,53,z,14,24,26685,23685,2953,18,29,75,17,82,37,16,2,0,0,z,107,86,46,12,2,0,0,z,108,83,29,15,2,0,0,z,106,88,32,10,1,1,0,0,0,0,z,z,z,0,z,0,0,89,11,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,October,State-funded schools,Total,13972,54676,38418,7770,54708,42388,17447,10688,1414,114,74,z,52999,5592320,54702,44677,22230,8431,1372,118,75,z,53094,5702208,54707,45036,17271,8094,1328,141,71,z,53099,5630139,54677,45197,14016,7262,823,491,190,150,124,145,z,z,z,182,z,63,50,54676,47201,7339,67,69,70,14,77,32,20,3,0,0,z,106,82,41,15,3,0,0,z,107,82,32,15,2,0,0,z,106,83,26,13,2,1,0,0,0,0,z,z,z,0,z,0,0,86,13,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,September,State-funded schools,Boys,11646,28087,18734,3383,28102,20816,7671,6262,877,76,61,z,27009,2824372,28101,22002,10088,5117,845,69,60,z,27105,2884459,28101,23059,9762,4087,805,80,58,z,27125,2885163,28088,21907,5720,4720,525,302,157,105,85,107,z,z,z,116,z,38,26,28084,23695,4310,41,38,67,12,74,27,22,3,0,0,z,105,78,36,18,3,0,0,z,106,82,35,15,3,0,0,z,106,78,20,17,2,1,1,0,0,0,z,z,z,0,z,0,0,84,15,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,September,State-funded schools,Girls,11426,26922,20305,4571,26939,22181,10308,4227,444,49,28,z,26383,2817167,26936,23210,12664,3216,425,43,30,z,26421,2868624,26938,22437,7972,3978,418,61,31,z,26403,2793408,26925,23835,8817,2397,278,142,59,37,40,39,z,z,z,60,z,22,16,26924,24049,2827,25,23,75,17,82,38,16,2,0,0,z,107,86,47,12,2,0,0,z,109,83,30,15,2,0,0,z,106,89,33,9,1,1,0,0,0,0,z,z,z,0,z,0,0,89,10,0,0
201819,Academic year,National,E92000001,England,Final,Month of birth,September,State-funded schools,Other,1,c,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,c,c,c,c,c,z,z,z,c,z,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,z,c,c,c,c,c,c,c,c,c,c,z,z,z,c,z,c,c,c,c,c,c
201819,Academic year,National,E92000001,England,Final,Month of birth,September,State-funded schools,Total,13931,55010,39039,7954,55042,42997,17979,10490,1321,125,89,z,53393,5641637,55038,45212,22752,8334,1270,112,90,z,53527,5753178,55040,45497,17734,8065,1223,141,89,z,53529,5678672,55014,45742,14537,7118,803,444,216,142,125,146,z,z,z,176,z,60,42,55009,47744,7138,66,61,71,14,78,33,19,2,0,0,z,106,82,41,15,2,0,0,z,107,83,32,15,2,0,0,z,106,83,26,13,1,1,0,0,0,0,z,z,z,0,z,0,0,87,13,0,0
201819,Academic year,National,E92000001,England,Final,SEN primary need,Autistic Spectrum Disorder,State-funded schools,Boys,5107,8826,2416,297,8867,3427,1004,2434,2820,93,90,z,5809,583736,8866,3756,1392,2115,2813,96,83,z,5863,601511,8866,3703,1149,2206,2773,92,89,z,5888,597925,8827,3119,575,2408,725,617,398,353,284,400,z,z,z,422,z,51,50,8808,3878,4746,49,135,27,3,39,11,27,32,1,1,z,100,42,16,24,32,1,1,z,103,42,13,25,31,1,1,z,102,35,7,27,8,7,5,4,3,5,z,z,z,5,z,1,1,44,54,1,2
